session_id,user_id,session_date,duration_minutes,device_type
119,12,2024-10-27,13.0,Android
126,12,2024-11-02,43.0,Ios
118,12,2024-11-11,47.0,Android
112,12,2024-11-15,13.0,Android
117,12,2024-12-14,34.0,Android
116,12,2025-01-02,24.0,Android
109,12,2025-01-28,24.0,Ios
122,12,2025-02-20,39.0,Android
111,12,2025-02-27,22.0,Android
127,13,2024-01-31,26.0,Web
128,13,2024-02-09,21.0,Web
134,13,2024-04-24,52.0,Ios
130,13,2024-08-08,22.0,Android
129,13,2024-08-27,17.0,Android
132,13,2024-08-31,41.0,Android
131,13,2024-09-25,49.0,Web
133,13,2024-12-05,30.0,Android
135,14,2024-01-29,32.0,Android
140,14,2024-03-17,20.0,Ios
139,14,2024-03-31,7.0,Ios
136,14,2024-05-01,13.0,Ios
141,14,2024-05-15,29.0,Android
142,14,2024-07-23,20.0,Android
143,14,2024-09-05,36.0,Ios
137,14,2024-12-02,19.0,Android
138,14,2025-02-02,18.0,Web
146,15,2024-01-02,14.0,Ios
151,15,2024-02-28,18.0,Ios
155,15,2024-03-09,66.0,Ios
147,15,2024-03-26,50.0,Unknown
152,15,2024-05-20,15.0,Ios
154,15,2024-06-29,10.0,Android
156,15,2024-09-05,21.0,Android
150,15,2024-10-05,14.0,Web
145,15,2024-11-13,40.0,Web
153,15,2025-01-05,17.0,Ios
144,15,2025-01-31,66.0,Ios
157,15,2025-02-23,23.0,Android
149,15,2025-03-02,33.0,Android
148,15,2025-03-05,25.0,Unknown
167,16,2024-01-07,45.0,Android
163,16,2024-02-09,16.0,Ios
159,16,2024-03-05,20.0,Android
161,16,2024-10-02,27.0,Android
162,16,2024-10-09,20.0,Android
160,16,2024-10-17,17.0,Web
168,16,2024-10-25,17.0,Android
170,16,2024-11-09,23.0,Android
165,16,2024-11-24,12.0,Ios
166,16,2024-12-27,38.0,Web
164,16,2024-12-28,24.0,Android
158,16,2025-01-06,21.0,Android
169,16,2025-01-13,5.0,Web
189,17,2024-02-01,26.0,Web
177,17,2024-03-20,36.0,Android
186,17,2024-03-24,37.0,Smart Tv
183,17,2024-05-22,42.0,Android
188,17,2024-06-20,18.0,Android
182,17,2024-06-27,16.0,Ios
175,17,2024-07-18,6.0,Android
178,17,2024-08-06,25.0,Android
184,17,2024-08-11,62.0,Android
179,17,2024-08-14,12.0,Smart Tv
180,17,2024-09-09,57.0,Android
174,17,2024-09-11,62.0,Ios
176,17,2024-10-21,66.0,Android
185,17,2024-11-02,28.0,Ios
173,17,2024-12-15,47.0,Android
172,17,2025-01-26,13.0,Android
187,17,2025-01-27,24.0,Android
171,17,2025-02-02,34.0,Android
181,17,2025-03-14,35.0,Ios
192,18,2024-03-21,14.0,Ios
190,18,2024-03-31,27.0,Web
200,18,2024-04-02,33.0,Android
193,18,2024-08-21,15.0,Android
191,18,2024-10-18,8.0,Ios
194,18,2024-12-04,10.0,Web
198,18,2025-01-08,15.0,Web
195,18,2025-01-18,28.0,Android
199,18,2025-02-17,32.0,Android
196,18,2025-02-28,49.0,Ios
197,18,2025-03-09,51.0,Android
201,19,2024-02-12,17.0,Ios
209,19,2024-04-12,17.0,Android
206,19,2024-05-20,27.0,Web
208,19,2024-07-02,48.0,Android
207,19,2024-07-05,16.0,Ios
205,19,2024-10-27,19.0,Android
203,19,2024-11-08,40.0,Web
204,19,2024-12-05,22.0,Android
202,19,2025-03-19,22.0,Smart Tv
220,20,2024-02-04,27.0,Ios
217,20,2024-03-18,45.0,Ios
211,20,2024-04-07,32.0,Android
213,20,2024-05-05,22.0,Android
210,20,2024-05-12,17.0,Ios
223,20,2024-05-31,24.0,Web
222,20,2024-07-03,41.0,Ios
221,20,2024-07-23,5.0,Ios
212,20,2024-07-29,25.0,Web
218,20,2024-08-15,17.0,Android
215,20,2024-11-03,55.0,Ios
216,20,2024-11-25,19.0,Android
219,20,2025-01-06,19.0,Android
214,20,2025-02-27,21.0,Ios
232,21,2024-01-22,16.0,Ios
236,21,2024-02-14,19.0,Web
230,21,2024-02-18,14.0,Android
233,21,2024-02-24,11.0,Web
226,21,2024-02-26,36.0,Smart Tv
231,21,2024-03-28,46.0,Web
225,21,2024-04-17,23.0,Ios
241,21,2024-04-23,39.0,Android
238,21,2024-08-11,64.0,Smart Tv
235,21,2024-08-23,14.0,Ios
237,21,2024-11-02,5.0,Smart Tv
224,21,2024-11-07,29.0,Web
229,21,2024-12-25,16.0,Web
227,21,2025-01-09,32.0,Android
239,21,2025-01-10,26.0,Ios
228,21,2025-01-29,55.0,Ios
240,21,2025-02-09,62.0,Ios
234,21,2025-02-28,20.0,Android
248,22,2024-02-20,26.0,Web
247,22,2024-03-23,16.0,Android
243,22,2024-04-15,26.0,Ios
246,22,2024-04-21,23.0,Android
249,22,2024-05-17,31.0,Android
242,22,2024-05-18,18.0,Ios
256,22,2024-05-26,42.0,Android
253,22,2024-06-15,33.0,Android
245,22,2024-07-31,21.0,Android
251,22,2024-09-27,12.0,Android
244,22,2024-09-30,28.0,Web
255,22,2024-11-19,66.0,Ios
252,22,2024-12-18,46.0,Android
250,22,2024-12-28,23.0,Android
254,22,2025-02-27,10.0,Ios
257,22,2025-03-13,36.0,Android
261,23,2024-02-18,28.0,Smart Tv
259,23,2024-03-09,24.0,Web
265,23,2024-03-23,19.0,Ios
260,23,2024-07-17,19.0,Ios
264,23,2024-07-23,10.0,Web
258,23,2024-08-12,66.0,Ios
262,23,2024-10-09,11.0,Ios
263,23,2024-11-12,37.0,Web
266,23,2024-12-18,12.0,Android
276,24,2024-02-12,45.0,Web
274,24,2024-02-21,15.0,Ios
269,24,2024-03-05,20.0,Android
272,24,2024-06-28,34.0,Web
279,24,2024-07-11,66.0,Ios
273,24,2024-10-04,66.0,Android
268,24,2024-11-06,23.0,Android
277,24,2024-11-18,11.0,Android
278,24,2024-11-22,12.0,Ios
275,24,2024-11-25,11.0,Ios
270,24,2024-12-01,11.0,Unknown
267,24,2025-01-16,27.0,Ios
271,24,2025-03-18,37.0,Ios
284,25,2024-01-30,22.0,Android
280,25,2024-04-05,14.0,Android
286,25,2024-06-08,66.0,Android
281,25,2024-08-27,26.0,Ios
283,25,2024-09-09,14.0,Web
288,25,2024-10-15,66.0,Android
285,25,2024-11-22,29.0,Android
282,25,2024-12-30,52.0,Android
287,25,2025-02-26,3.0,Android
301,26,2024-01-25,47.0,Android
296,26,2024-01-26,31.0,Android
298,26,2024-02-15,28.0,Web
302,26,2024-03-11,6.0,Ios
295,26,2024-03-30,66.0,Smart Tv
293,26,2024-04-02,23.0,Android
300,26,2024-04-08,32.0,Android
294,26,2024-04-15,34.0,Android
297,26,2024-05-08,38.0,Android
290,26,2024-08-01,38.0,Web
291,26,2024-08-31,66.0,Ios
299,26,2024-11-20,44.0,Android
289,26,2024-12-21,66.0,Ios
292,26,2025-02-25,14.0,Android
306,27,2024-02-25,11.0,Unknown
304,27,2024-03-13,17.0,Web
312,27,2024-06-14,25.0,Android
307,27,2024-06-15,20.0,Ios
305,27,2024-08-18,29.0,Smart Tv
310,27,2024-09-24,29.0,Android
308,27,2024-11-06,66.0,Web
303,27,2024-12-03,28.0,Android
313,27,2024-12-05,22.0,Web
309,27,2025-01-07,42.0,Smart Tv
311,27,2025-02-17,60.0,Android
317,28,2024-03-07,27.0,Android
323,28,2024-03-08,23.0,Ios
320,28,2024-04-05,66.0,Android
318,28,2024-05-31,19.0,Android
319,28,2024-06-10,9.0,Ios
316,28,2024-06-16,28.0,Ios
314,28,2024-07-16,24.0,Ios
321,28,2024-07-20,27.0,Android
322,28,2024-12-26,30.0,Android
315,28,2025-03-09,19.0,Ios
324,28,2025-03-31,9.0,Smart Tv
327,29,2024-01-11,61.0,Web
326,29,2024-02-22,12.0,Web
335,29,2024-05-16,9.0,Android
330,29,2024-06-29,19.0,Web
325,29,2024-07-02,17.0,Web
338,29,2024-07-31,23.0,Unknown
328,29,2024-08-18,18.0,Web
332,29,2024-10-31,22.0,Ios
329,29,2024-11-13,13.0,Android
337,29,2024-11-13,10.0,Android
336,29,2024-12-20,10.0,Web
331,29,2024-12-30,30.0,Ios
333,29,2025-01-09,27.0,Web
334,29,2025-03-09,20.0,Ios
351,30,2024-01-31,52.0,Android
344,30,2024-02-24,66.0,Ios
340,30,2024-04-22,26.0,Ios
346,30,2024-05-01,52.0,Android
341,30,2024-07-28,26.0,Android
349,30,2024-08-01,27.0,Web
350,30,2024-08-03,45.0,Ios
345,30,2024-08-07,19.0,Web
339,30,2024-08-27,57.0,Android
343,30,2024-08-30,15.0,Android
348,30,2024-11-03,11.0,Android
347,30,2025-02-15,16.0,Web
342,30,2025-03-03,30.0,Ios
363,31,2024-03-16,46.0,Android
365,31,2024-04-13,16.0,Ios
353,31,2024-04-29,28.0,Android
352,31,2024-05-19,16.0,Ios
357,31,2024-06-13,28.0,Android
366,31,2024-08-06,9.0,Android
356,31,2024-08-20,18.0,Web
359,31,2024-11-17,14.0,Android
362,31,2024-12-19,32.0,Android
358,31,2024-12-23,15.0,Android
361,31,2024-12-29,17.0,Web
368,31,2025-01-08,31.0,Ios
367,31,2025-01-17,27.0,Android
355,31,2025-02-06,22.0,Android
354,31,2025-02-14,21.0,Android
360,31,2025-02-19,13.0,Android
364,31,2025-03-19,15.0,Android
379,32,2024-02-04,62.0,Web
375,32,2024-04-11,26.0,Ios
373,32,2024-07-03,51.0,Web
377,32,2024-08-28,66.0,Web
376,32,2024-09-21,34.0,Web
378,32,2024-10-03,66.0,Ios
369,32,2024-11-10,32.0,Android
370,32,2024-12-31,56.0,Android
374,32,2025-01-01,40.0,Android
372,32,2025-01-14,66.0,Android
371,32,2025-01-22,22.0,Android
382,33,2024-02-12,42.0,Ios
390,33,2024-02-14,10.0,Ios
388,33,2024-03-13,25.0,Android
393,33,2024-03-23,9.0,Ios
381,33,2024-03-27,35.0,Ios
383,33,2024-04-15,16.0,Ios
392,33,2024-05-08,36.0,Android
389,33,2024-06-21,21.0,Android
387,33,2024-08-15,17.0,Android
380,33,2024-08-27,29.0,Ios
391,33,2024-08-29,19.0,Web
386,33,2024-11-30,41.0,Ios
384,33,2024-12-03,21.0,Android
385,33,2025-02-16,5.0,Smart Tv
394,33,2025-03-08,10.0,Ios
398,34,2024-01-10,66.0,Ios
404,34,2024-02-03,12.0,Android
403,34,2024-05-30,50.0,Android
397,34,2024-06-14,20.0,Ios
406,34,2024-07-15,28.0,Android
396,34,2024-08-05,49.0,Ios
400,34,2024-08-31,14.0,Ios
401,34,2024-09-07,17.0,Ios
409,34,2024-09-14,45.0,Ios
407,34,2024-10-10,33.0,Web
402,34,2024-11-15,66.0,Smart Tv
405,34,2024-12-02,62.0,Android
408,34,2024-12-29,16.0,Unknown
395,34,2025-01-30,30.0,Ios
399,34,2025-02-10,28.0,Android
418,35,2024-01-13,42.0,Ios
427,35,2024-01-18,49.0,Web
424,35,2024-02-10,66.0,Web
417,35,2024-02-12,9.0,Ios
412,35,2024-04-25,10.0,Android
421,35,2024-04-28,24.0,Ios
413,35,2024-05-24,10.0,Android
416,35,2024-07-02,28.0,Web
423,35,2024-07-06,18.0,Ios
422,35,2024-07-30,30.0,Android
410,35,2024-08-26,23.0,Ios
426,35,2024-09-18,15.0,Android
419,35,2024-10-17,28.0,Ios
420,35,2024-11-05,14.0,Ios
414,35,2024-12-03,66.0,Android
411,35,2025-01-15,35.0,Ios
428,35,2025-02-09,39.0,Ios
425,35,2025-02-13,25.0,Smart Tv
415,35,2025-02-19,11.0,Android
432,36,2024-02-23,23.0,Ios
433,36,2024-04-01,24.0,Android
436,36,2024-05-15,49.0,Ios
435,36,2024-06-30,33.0,Android
437,36,2024-08-10,12.0,Android
430,36,2024-11-12,15.0,Ios
431,36,2025-02-16,12.0,Android
434,36,2025-03-09,55.0,Smart Tv
429,36,2025-03-29,46.0,Android
444,37,2024-02-26,21.0,Web
445,37,2024-03-05,24.0,Android
443,37,2024-04-14,19.0,Android
448,37,2024-04-23,48.0,Android
440,37,2024-05-29,18.0,Web
439,37,2024-08-20,49.0,Android
442,37,2025-01-24,28.0,Web
438,37,2025-01-25,8.0,Android
441,37,2025-02-03,20.0,Ios
446,37,2025-02-20,8.0,Android
447,37,2025-03-13,13.0,Web
452,38,2024-01-26,18.0,Android
458,38,2024-03-27,16.0,Web
457,38,2024-04-08,44.0,Android
460,38,2024-06-20,8.0,Web
450,38,2024-08-08,24.0,Web
456,38,2024-09-07,18.0,Android
451,38,2024-09-25,49.0,Web
453,38,2024-10-06,20.0,Ios
449,38,2024-10-09,24.0,Web
455,38,2025-02-12,23.0,Android
459,38,2025-02-24,22.0,Android
454,38,2025-02-27,21.0,Ios
477,39,2024-01-10,12.0,Android
467,39,2024-01-18,59.0,Ios
469,39,2024-04-19,25.0,Ios
476,39,2024-04-22,19.0,Android
478,39,2024-08-20,44.0,Ios
479,39,2024-08-24,25.0,Web
463,39,2024-09-10,18.0,Ios
473,39,2024-09-15,17.0,Android
475,39,2024-10-19,43.0,Web
464,39,2024-10-21,40.0,Android
471,39,2024-10-28,10.0,Android
474,39,2024-11-21,48.0,Android
468,39,2024-11-25,27.0,Android
470,39,2024-12-02,13.0,Android
466,39,2024-12-30,66.0,Android
472,39,2025-01-04,21.0,Web
461,39,2025-01-21,12.0,Android
465,39,2025-03-11,45.0,Web
462,39,2025-03-14,11.0,Android
491,40,2024-02-03,52.0,Android
492,40,2024-02-13,20.0,Android
485,40,2024-03-24,9.0,Android
484,40,2024-04-11,29.0,Web
486,40,2024-05-13,24.0,Android
483,40,2024-06-25,13.0,Ios
488,40,2024-07-04,17.0,Android
489,40,2024-07-22,66.0,Android
487,40,2024-10-13,23.0,Android
494,40,2024-10-22,17.0,Ios
481,40,2024-12-19,5.0,Android
480,40,2025-01-19,7.0,Web
482,40,2025-01-22,15.0,Ios
493,40,2025-01-24,7.0,Android
490,40,2025-02-23,24.0,Web
497,41,2024-03-09,19.0,Web
504,41,2024-03-31,47.0,Web
501,41,2024-04-20,24.0,Ios
499,41,2024-05-15,10.0,Android
495,41,2024-07-05,35.0,Ios
498,41,2024-09-05,41.0,Android
500,41,2024-09-11,40.0,Web
506,41,2024-09-20,66.0,Ios
505,41,2024-09-21,37.0,Android
496,41,2024-10-25,29.0,Ios
502,41,2025-02-02,14.0,Android
503,41,2025-03-04,21.0,Android
507,42,2024-01-07,20.0,Android
509,42,2024-03-04,24.0,Smart Tv
520,42,2024-04-01,34.0,Android
510,42,2024-04-02,63.0,Android
521,42,2024-07-18,17.0,Android
519,42,2024-07-21,4.0,Android
516,42,2024-08-20,55.0,Ios
512,42,2024-08-21,32.0,Android
515,42,2024-10-13,10.0,Android
511,42,2024-11-03,21.0,Android
517,42,2025-01-13,15.0,Android
513,42,2025-01-16,22.0,Ios
508,42,2025-02-02,18.0,Web
514,42,2025-03-16,7.0,Android
518,42,2025-03-30,61.0,Android
527,43,2024-01-09,9.0,Ios
531,43,2024-01-27,25.0,Ios
523,43,2024-02-05,18.0,Web
529,43,2024-03-05,42.0,Ios
532,43,2024-04-27,26.0,Ios
524,43,2024-07-09,19.0,Ios
528,43,2024-08-03,26.0,Android
530,43,2024-08-19,38.0,Unknown
526,43,2024-08-26,18.0,Ios
525,43,2024-09-26,29.0,Ios
522,43,2024-12-12,39.0,Web
541,44,2024-02-10,42.0,Ios
536,44,2024-03-24,44.0,Android
537,44,2024-04-21,24.0,Ios
535,44,2024-05-15,35.0,Ios
543,44,2024-05-26,17.0,Android
540,44,2024-07-16,9.0,Android
544,44,2024-07-20,15.0,Web
533,44,2024-09-03,23.0,Android
534,44,2024-09-07,26.0,Android
538,44,2024-12-27,49.0,Android
542,44,2025-01-09,10.0,Android
539,44,2025-03-16,14.0,Android
552,45,2024-03-09,49.0,Android
546,45,2024-04-14,39.0,Web
551,45,2024-07-06,18.0,Android
549,45,2024-07-13,15.0,Web
547,45,2024-07-21,66.0,Ios
548,45,2024-07-29,55.0,Android
545,45,2024-09-19,38.0,Android
553,45,2024-10-21,63.0,Android
550,45,2024-12-30,28.0,Android
564,46,2024-01-25,23.0,Android
555,46,2024-02-20,19.0,Web
560,46,2024-03-06,5.0,Ios
563,46,2024-05-01,28.0,Web
557,46,2024-05-15,13.0,Ios
556,46,2024-05-30,34.0,Android
559,46,2024-07-27,30.0,Web
554,46,2024-09-06,19.0,Android
562,46,2024-09-07,18.0,Web
558,46,2024-10-15,32.0,Smart Tv
561,46,2024-11-12,12.0,Android
581,47,2024-01-09,16.0,Android
579,47,2024-01-18,36.0,Web
572,47,2024-03-03,40.0,Ios
567,47,2024-05-15,62.0,Android
577,47,2024-05-21,14.0,Web
582,47,2024-05-30,14.0,Android
574,47,2024-05-31,64.0,Ios
568,47,2024-06-14,16.0,Web
576,47,2024-07-06,23.0,Web
571,47,2024-07-09,26.0,Android
565,47,2024-07-18,22.0,Android
575,47,2024-07-21,23.0,Android
573,47,2024-08-08,66.0,Ios
578,47,2024-09-13,11.0,Ios
569,47,2024-10-26,25.0,Ios
580,47,2024-11-21,25.0,Android
566,47,2025-01-19,21.0,Android
583,47,2025-02-10,31.0,Android
570,47,2025-03-02,28.0,Android
595,48,2024-03-14,55.0,Android
594,48,2024-05-07,29.0,Android
588,48,2024-05-14,60.0,Android
585,48,2024-05-30,25.0,Ios
592,48,2024-06-03,50.0,Web
597,48,2024-06-15,17.0,Unknown
593,48,2024-07-08,22.0,Android
596,48,2024-07-11,5.0,Android
586,48,2024-07-19,66.0,Android
589,48,2024-08-30,10.0,Ios
587,48,2024-10-05,22.0,Web
591,48,2024-11-07,38.0,Ios
584,48,2025-01-07,23.0,Ios
590,48,2025-01-30,23.0,Android
601,49,2024-02-27,27.0,Android
607,49,2024-04-28,18.0,Android
605,49,2024-05-09,40.0,Ios
604,49,2024-06-08,18.0,Android
600,49,2024-08-26,30.0,Android
602,49,2024-09-21,16.0,Smart Tv
598,49,2024-11-22,30.0,Android
603,49,2024-12-01,8.0,Android
599,49,2024-12-05,38.0,Android
606,49,2025-02-28,58.0,Ios
608,50,2024-01-20,34.0,Ios
618,50,2024-01-31,39.0,Android
616,50,2024-02-03,13.0,Android
611,50,2024-02-04,16.0,Android
610,50,2024-04-27,30.0,Smart Tv
613,50,2024-05-20,22.0,Android
615,50,2024-06-14,12.0,Android
609,50,2024-09-09,41.0,Android
614,50,2024-11-05,16.0,Android
617,50,2024-12-20,17.0,Web
612,50,2024-12-24,48.0,Ios
626,51,2024-01-04,18.0,Android
622,51,2024-02-08,17.0,Web
623,51,2024-03-25,36.0,Ios
621,51,2024-03-31,23.0,Android
619,51,2024-04-30,35.0,Ios
627,51,2024-06-18,19.0,Android
628,51,2024-07-07,9.0,Unknown
625,51,2024-10-19,42.0,Web
620,51,2024-11-13,21.0,Android
624,51,2025-03-19,54.0,Web
633,52,2024-04-19,13.0,Ios
631,52,2024-05-01,19.0,Android
634,52,2024-05-01,13.0,Web
630,52,2024-10-24,35.0,Web
632,52,2024-12-25,66.0,Android
629,52,2025-03-22,37.0,Android
635,53,2024-01-03,22.0,Web
644,53,2024-03-12,15.0,Ios
647,53,2024-03-20,56.0,Smart Tv
648,53,2024-03-20,38.0,Android
637,53,2024-03-27,32.0,Android
641,53,2024-04-15,9.0,Android
649,53,2024-06-09,66.0,Ios
642,53,2024-07-25,3.0,Android
638,53,2024-09-09,9.0,Ios
643,53,2024-10-27,14.0,Ios
636,53,2024-11-07,19.0,Web
652,53,2024-11-11,41.0,Web
651,53,2025-01-09,25.0,Ios
650,53,2025-01-20,55.0,Android
640,53,2025-01-25,40.0,Web
645,53,2025-02-03,43.0,Android
646,53,2025-03-12,24.0,Android
639,53,2025-03-31,66.0,Android
657,54,2024-01-06,12.0,Android
662,54,2024-01-16,9.0,Ios
659,54,2024-03-31,10.0,Ios
656,54,2024-05-06,27.0,Ios
655,54,2024-06-17,10.0,Android
658,54,2024-06-21,12.0,Web
661,54,2024-07-13,23.0,Smart Tv
660,54,2024-08-26,46.0,Ios
654,54,2024-10-04,23.0,Web
653,54,2024-11-19,66.0,Web
671,55,2024-01-04,47.0,Android
676,55,2024-01-20,24.0,Android
674,55,2024-05-12,53.0,Android
665,55,2024-05-29,14.0,Android
675,55,2024-06-02,11.0,Web
666,55,2024-07-18,24.0,Web
667,55,2024-07-23,9.0,Android
673,55,2024-08-02,18.0,Android
678,55,2024-08-08,23.0,Android
670,55,2024-08-13,28.0,Android
679,55,2024-09-10,15.0,Smart Tv
663,55,2024-10-11,21.0,Android
672,55,2024-10-30,34.0,Ios
669,55,2024-12-15,17.0,Android
668,55,2024-12-16,16.0,Ios
677,55,2025-01-26,51.0,Android
664,55,2025-02-19,32.0,Smart Tv
684,56,2024-01-14,15.0,Web
685,56,2024-02-10,31.0,Web
688,56,2024-02-24,54.0,Android
682,56,2024-05-05,34.0,Android
680,56,2024-06-28,28.0,Android
683,56,2024-11-01,26.0,Smart Tv
687,56,2024-11-15,27.0,Android
681,56,2025-01-16,17.0,Android
686,56,2025-01-17,19.0,Ios
691,57,2024-01-21,33.0,Android
699,57,2024-02-04,18.0,Android
693,57,2024-03-13,18.0,Android
701,57,2024-03-25,30.0,Ios
695,57,2024-05-29,23.0,Android
703,57,2024-07-12,45.0,Android
690,57,2024-07-16,11.0,Android
696,57,2024-07-21,30.0,Android
697,57,2024-07-25,54.0,Android
694,57,2024-08-15,20.0,Android
702,57,2024-10-11,37.0,Ios
692,57,2024-12-28,11.0,Smart Tv
700,57,2025-01-11,13.0,Ios
698,57,2025-01-17,27.0,Ios
689,57,2025-02-04,33.0,Web
707,58,2024-01-06,12.0,Android
705,58,2024-02-01,32.0,Android
719,58,2024-02-02,34.0,Ios
706,58,2024-02-20,24.0,Android
711,58,2024-02-27,9.0,Android
715,58,2024-05-12,24.0,Android
716,58,2024-05-26,15.0,Android
720,58,2024-06-22,31.0,Android
721,58,2024-08-09,16.0,Ios
710,58,2024-08-18,66.0,Smart Tv
714,58,2024-08-22,14.0,Smart Tv
712,58,2024-10-27,22.0,Android
713,58,2024-11-08,16.0,Web
709,58,2024-11-23,41.0,Android
717,58,2024-11-27,13.0,Ios
708,58,2025-01-15,20.0,Ios
704,58,2025-01-25,34.0,Android
718,58,2025-03-19,39.0,Android
731,59,2024-03-15,8.0,Web
724,59,2024-05-02,66.0,Android
729,59,2024-07-27,17.0,Ios
730,59,2024-08-04,27.0,Smart Tv
725,59,2024-08-15,24.0,Ios
726,59,2024-08-31,8.0,Android
723,59,2024-09-03,20.0,Web
722,59,2024-09-15,43.0,Android
728,59,2024-11-23,28.0,Android
727,59,2024-12-30,21.0,Ios
732,59,2025-02-18,8.0,Web
736,60,2024-01-11,21.0,Android
740,60,2024-03-19,30.0,Android
733,60,2024-03-31,25.0,Android
737,60,2024-06-02,18.0,Android
735,60,2024-07-11,12.0,Android
738,60,2024-10-29,23.0,Android
734,60,2025-01-11,32.0,Ios
741,60,2025-03-05,29.0,Ios
739,60,2025-03-17,7.0,Android
756,61,2024-01-08,30.0,Web
748,61,2024-01-14,27.0,Android
743,61,2024-01-20,63.0,Android
750,61,2024-02-08,22.0,Ios
746,61,2024-02-23,7.0,Ios
753,61,2024-04-24,65.0,Ios
751,61,2024-07-19,35.0,Web
758,61,2024-08-13,29.0,Web
755,61,2024-09-16,47.0,Web
747,61,2024-09-21,9.0,Android
754,61,2024-10-05,10.0,Android
757,61,2024-10-13,39.0,Smart Tv
744,61,2024-11-21,38.0,Android
